"id","country","type","revenue","ProductServices"
"Jones-Byrd","Valtalmo","Entity.Organization.Company",5169.95,"Unknown"
"Jones-Castillo","Oceanus","Entity.Organization.Company",12841.04,"Unknown"
"Jones-Cook","Korvelonia","Entity.Organization.FishingCompany",66952.05,"Seafood products"
"Jones-Cross","Oceanus","Entity.Organization.Company",13092.46,"Unknown"
"Jones-David","Mawalara","Entity.Organization.Company",7770.03,"Architectural sculptures, cut stone bases, burial vaults, dimension stones, ecclesiastical statuary, garden furniture stone, monuments and tombstone, slate products, and marble table tops"
"Jones-Figueroa","Mawandia","Entity.Organization.Company",223846.67,"Steering parts, such as steering tie rods, steering linkages, and torsion bars; suspension parts, which include aluminum suspension links, suspension ball joints/links, and stabilizer connecting rods; and miniature joints and height sensor joints; Provides linkage type load sensing valves; and cold forged and precision plastic products; Imports and exports automotive parts"
"Jones-Flores","Imazam","Entity.Organization.Company",56770.43,"Haukau, roll cake, gyoza, shaomai, pancake, wonton, bun, spring roll, frying, bakery, dessert, ready meal, soup & sauce, and vegetables"
"Jones-Franco","Isla Solmar","Entity.Organization.LogisticsCompany",19378.33,"Import advice, shrink-wrapping freight crates, cargo delivery and collection, cargo packaging, warehousing, airfreight agency, custom entry and industrial waste collection and conveyance services"
"Jones-Harrington","Novarctica","Entity.Organization.Company",124666.67,"Industrial tools and supplies"
"Jones-Harris","Oceanus","Entity.Organization.Company",10306.67,"Women, Lifestyle Collection, Men Prowler, outdoor, Outdoor Retailer, traditional and digital public relations, marketing, branding, and consulting [source: freelance researcher]"
"Jones-Hartman","Oceanus","Entity.Organization.Company",15695,"Branded and private label wearing apparels for men"
"Jones-Hicks","Jiraputra","Entity.Organization.Company",11206.67,"Unknown"
"Jones-Hill","Oceanus","Entity.Organization.Company",14966.67,"Unknown"
"Jones-Hogan","Mawalara","Entity.Organization.Company",66920.04,"Food products, such as snack food; coffee and tea; concentrate, syrup, condiment and spice; and, in general, an entire range of other miscellaneous food products"
"Jones-Jones","Uzifrica","Entity.Organization.Company",31266.67,"Photographic and pharmaceutical gelatins"
"Jones-Lam","Novarctica","Entity.Organization.Company",19666.67,"Water transportation and other related services"
"Jones-Lee","Kondanovia","Entity.Organization.Company",36766.67,"Fish"
"Jones-Lewis","Mawalara","Entity.Organization.Company",12676.67,"Unknown"
"Jones-Liu","Ariuzima","Entity.Organization.Company",7218.77,"Unknown"
"Jones-Mejia","Mawalara","Entity.Organization.Company",5436.67,"Unknown"
"Jones-Monroe","Oceanus","Entity.Organization.Company",4796.67,"Unknown"
"Jones-Moore","Novarctica","Entity.Organization.Company",21566.67,"Bread fresh pastry goods and cakes"
"Jones-Nixon","Naraliket","Entity.Organization.LogisticsCompany",5156.67,"Makes complete arrangements for ocean freight shipments including bookings, rate negotiations, loading, consular and documentation"
"Jones-Reed","Mawalara","Entity.Organization.Company",6079.63,"Unknown"
"Jones-Rivera","Arreciviento","Entity.Organization.Company",11754.44,"Unknown"
"Jones-Stone","Oceanus","Entity.Organization.Company",15307.4,"Unknown"
"Jordan Group","Oceanus","Entity.Organization.Company",7906.67,"Unknown"
"Jordan Inc","Galduzim","Entity.Organization.Company",20966.67,"Specialises in floating factory ships that are engaged in the gathering and processing of seafood into canned seafood products; Focuses on canning seafood, smoking, salting, and drying seafood, eviscerating fresh fish by removing heads, fins, scales, bones, and entrails, shucking and packing fresh shellfish, processing marine fats and oils and freezing seafood"
"Jordan LLC","Quirinelle","Entity.Organization.Company",4666.67,"Medium and heavy-duty commercial vehicles"
"Jordan PLC","Valtalmo","Entity.Organization.FishingCompany",27754.69,"Seafood products"
"Jordan and Sons","Thessalandia","Entity.Organization.FishingCompany",283486.99,"Catching, procurement, processing, and marketing as well as exportation and transporting of seafood and other food products"
"Jordan, Cook and Castillo","Oceanus","Entity.Organization.Company",15666.67,"Unknown"
"Jordan, Hill and Hayes","Novarctica","Entity.Organization.Company",65099.73,"Manufacturing industrial and household adhesives, glues, caulking compounds, sealants, and linoleum, tile, and rubber cements from vegetable, animal, and synthetic plastics materials"
"Jordan, Lee and Thompson","Isla Solmar","Entity.Organization.Company",19990.27,"Canned and bottled vegetables"
"Jordan, Thompson and Lopez","Faraluna","Entity.Organization.Company",91366.67,"Tuna and tuna petfood"
"Jordan-Chapman","Mawalara","Entity.Organization.Company",4846.67,"Unknown"
"Jordan-Johnson","Mawalara","Entity.Organization.Company",31109.44,"Universal assortment of nondurable goods"
"Joseph LLC","Mawalara","Entity.Organization.Company",6828.49,"Unknown"
"Joseph Ltd","Oceanus","Entity.Organization.FishingCompany",5506.67,"Fish and Chinese seafood products"
"Joseph, Pierce and Dunn","Oceanus","Entity.Organization.Company",4946.67,"Unknown"
"Joseph-Williams","Oceanus","Entity.Organization.Company",33666.67,"RV, specialty and medical products"
"Joyce-Lopez","Oceanus","Entity.Organization.FishingCompany",24066.67,"Diving monofilament, inshore hooks, inshore monofilament, fishing line, terminal tackle, trolling lure heads, trolling skirts, fishing accessories, and fish bags"
"Juarez Group","Mawalara","Entity.Organization.Company",12360.95,"Food products"
"Juarez, Crawford and Nixon","Lumakari","Entity.Organization.Company",212666.67,"Steel and metal products"
"Juarez, Sloan and Gaines","Osterivaria","Entity.Organization.Company",943598.03,"Nutritious dry and soft foods, meal solutions, biscuits, and treats in cans and packs, as well as animal supplements and vitamins"
"Juarez, Williams and Barrett","Oceanus","Entity.Organization.Company",5429.34,"Unknown"
"Juarez, Wilson and Cochran","Oceanus","Entity.Organization.Company",5036.67,"Unknown"
"Kaiser and Sons","Azurionix","Entity.Organization.Company",23066.67,"Slaughtering of animals, livestock, and other domesticated animals"
"Kaiser, Warren and Shepard","Isla Solmar","Entity.Organization.Company",23166.67,"Canned and cured fish and seafoods"
"Kaiser-Carpenter","Isla Solmar","Entity.Organization.FishingCompany",6966.67,"Fresh and frozen fish and seafood"
"KambalaAqua Delivery Plc","Oceanus","Entity.Organization.LogisticsCompany",11260.9,"Highly reliable marine shipping and freight"
"KambalaSea Freight Inc","Nalakimani","Entity.Organization.Company",26766.49,"Fish and seafood products"
"KareliansLeska Holdings OJSC","Oceanus","Entity.Organization.LogisticsCompany",22654.63,"Freight and shipping services"
"Kaufman LLC","Oceanus","Entity.Organization.FishingCompany",7816.43,"Alaskan seafood, domestic caviar and imported Caviar"
"Kaufman-Phillips","Mawalara","Entity.Organization.Company",14948.97,"Fish and other sea food products"
"Keith Ltd","Novarctica","Entity.Organization.Company",38499.08,"Machines for footwear industry"
"Keith, Ford and Johnson","Imazam","Entity.Organization.Company",4856.67,"Unknown"
"Keith, Johns and Jones","Imazam","Entity.Organization.Company",19066.67,"Unknown"
"Keller Ltd","Oceanus","Entity.Organization.Company",9437.65,"Unknown"
"Keller PLC","Mawalara","Entity.Organization.Company",246586.39,"Ceramic sanitary fixtures and other related sanitary porcelains"
"Keller, Gonzales and Johnson","Mawalara","Entity.Organization.Company",5356.67,"Unknown"
"Keller, Hardy and Norman","Oceanus","Entity.Organization.LogisticsCompany",18036.64,"International freight forwarding and transportation services"
"Keller, Jones and Meadows","Mawalara","Entity.Organization.Company",6831.17,"Unknown"
"Keller-Walker","Mawalara","Entity.Organization.Company",330853.41,"Fish and fish products"
"Kelley and Sons","Isla Solmar","Entity.Organization.Company",151662.83,"Manufactures plastic housings for air filters, air intake lines, turbo charged systems air ducts, design engine covers, intake silencers and Helmholtz resonators, and technical plastic parts"
"Kelley, Lewis and Chan","Naraliket","Entity.Organization.Company",8967.82,"Unknown"
"Kelley, Lewis and Walton","Mawalara","Entity.Organization.Company",11931.5,"Unknown"
"Kelley, Mccall and Alvarez","Quornova","Entity.Organization.Company",232889.62,"Meats which are prepared in many ways, such as fresh, steaks, stews, fondue, or as dried meat; Meats may be ground then formed into patties (as hamburgers or croquettes), loaves, or sausages, or used in loose form; Sells meats which are cured, by smoking, pickling, preserving in salt or brine; marinated and barbecued; and simply boiled, roasted, or fried; Sandwich meats which include ham, pork, salami and other sausages, and beef, such as steak, roast beef, corned beef, and pastrami"
"Kelley, Padilla and Gilmore","Oceanus","Entity.Organization.Company",5638.89,"Unknown"
"Kelley, Thomas and Johnson","Novarctica","Entity.Organization.Company",16744.25,"Automatic cutting systems"
"Kelley, Valenzuela and Harmon","Oceanus","Entity.Organization.Company",7936.77,"Unknown"
"Kelley-Collins","Brindisola","Entity.Organization.Company",12016.67,"Sweet preserves, noodles, condiments, frozen fish, hams, sauces, vegetables, fresh meat, and frozen meat products"
"Kelley-Jacobs","Mawalara","Entity.Organization.Company",5716.67,"Unknown"
"Kelley-Meza","Mawalara","Entity.Organization.Company",41386.62,"Aquatic products (frozen chum salmon fillets, frozen Alaska Pollock fillets, frozen arrowtooth flounder fillets, frozen pacific cod fillets, salted Alaska Pollock and salted pacific cod)"
"Kelley-Thomas","Arvaros","Entity.Organization.Company",14966.67,"Industrial inorganic chemicals and allied products"
"Kelley-Wilson","Mawalara","Entity.Organization.Company",31927.9,"Dangerous chemical products (electronic component dedicated synthetic resin including epoxy acrylate resin, urethane acrylate, an acrylate composition)"
"Kelly Inc","Naraliket","Entity.Organization.Company",3488503.43,"Food products"
"Kelly Ltd","Mawalara","Entity.Organization.Company",174901.02,"Chemical products and other related products"
"Kelly and Sons","Oceanus","Entity.Organization.Company",157168.74,"Manufactures mirrors, art, metal wall art, lamps, accessories, clocks and lighting fixtures; Offers the broadest selection of mirrors in the industry, as well as one of the most extensive lines of art, metal wall decor, and accessories"
"Kelly, Arnold and Ortiz","Oceanus","Entity.Organization.Company",6634.64,"Unknown"
"Kelly, Frye and Gordon","Mawalara","Entity.Organization.Company",6606.67,"Unknown"
"Kelly, Gonzalez and Brown","Oceanus","Entity.Organization.Company",75663.62,"Fresh and frozen scallops"
"Kelly, Harris and Pruitt","Mawalara","Entity.Organization.Company",6539.03,"Unknown"
"Kelly, Smith and Hinton","Oceanus","Entity.Organization.Company",4746.67,"Unknown"
"Kelly-Arroyo","Oceanus","Entity.Organization.Company",8206.67,"Essentials repair and maintenance products, Clean drinking water [source: freelance researcher]"
"Kelly-Cox","Faraluna","Entity.Organization.Company",9162.35,"Workwear"
"Kelly-Evans","Mawalara","Entity.Organization.Company",36723.39,"Fish and fish products"
"Kelly-Little","Oceanus","Entity.Organization.Company",4966.67,"Drugs, proprietaries or sundries, specializing in nutritional products, vitamins or minerals"
"Kelly-Roth","Novarctica","Entity.Organization.Company",69293.4,"Transportation and shipment services"
"Kelly-Santiago","Naraliket","Entity.Organization.Company",5166.67,"Unknown"
"Kelly-Smith","Oceanus","Entity.Organization.FishingCompany",41171.89,"Fresh and frozen seafood processing"
"Kemp-Baker","Oceanus","Entity.Organization.Company",6893.05,"Men's shoes, casual shoes, dress shoes, boots, school shoes, rubber shoes, tennis shoes, storm shoes, slip-ons, sandals, slippers, infant shoes, and other related shoe products"
"Kennedy Inc","Faraluna","Entity.Organization.Company",16666.67,"Unknown"
"Kennedy, Daugherty and Thomas","Mawalara","Entity.Organization.Company",12166.67,"Unknown"
